gene,beta,t,p,se.beta.,p_corr,gene_symbol
ENSG00000005469.11,1.02870154589578,1.89662106033758,0.0579187373559048,0.542386440501025,0.187246956260365,CROT
ENSG00000005483.20,-0.948780949377052,-1.42697603028575,0.153631014322138,0.664889198725403,0.327852091691596,KMT2E
ENSG00000005486.16,-1.45880663939142,-1.17095652723759,0.241655760614473,1.24582476416345,0.428530566924373,RHBDD2
ENSG00000005700.14,-0.00615234157517011,-0.00941619039470187,0.992487344058385,0.653379054296926,0.995648518987396,IBTK
ENSG00000005801.16,0.543677866446374,0.54308523173993,0.587088260483383,1.00109123701365,0.732895991416785,ZNF195
ENSG00000005810.17,0.733152547292166,0.946345050014268,0.344005001161618,0.774720116390013,0.530020123144401,MYCBP2
ENSG00000005812.10,0.195686612667648,0.349364050601715,0.726826435235176,0.56012234896697,0.83513142670701,FBXL3
ENSG00000005844.17,1.37749981991354,1.10979702144858,0.267124291321531,1.24121780225679,0.45468318886552,ITGAL
ENSG00000006007.11,-0.129682506944566,-0.306348822470089,0.759348101019065,0.423316485759392,0.856397410720992,GDE1
ENSG00000006015.17,-0.658407108341559,-1.08405704551754,0.278376514634783,0.607354669262103,0.466276391561513,C19orf60
ENSG00000006025.11,0.804105247221196,1.1169815641106,0.264040208214175,0.719891243560019,0.451498280448085,OSBPL7
ENSG00000006062.14,0.413144461263531,0.66390841882254,0.506770601285347,0.622291342526209,0.671403406232925,MAP3K14
ENSG00000006125.17,2.40551127150423,1.6633777574621,0.0962812142372389,1.44616053732403,0.247939265216588,AP2B1
ENSG00000006194.9,0.528487763266566,1.17681362993481,0.239309564321782,0.449083652520103,0.425662514477432,ZNF263
ENSG00000006451.7,0.314859594820687,1.28269885576683,0.199639699045464,0.245466496991967,0.382599928734684,RALA
ENSG00000006459.10,-1.36025536500971,-1.81373986036117,0.0697602098073432,0.749972691639937,0.207054748772273,KDM7A
ENSG00000006530.15,-1.68613632347655,-1.48144859713165,0.138531688232417,1.13816728217315,0.307435228979746,AGK
ENSG00000006576.16,-2.00331080938985,-3.17009554916335,0.00153039958076112,0.631940198117548,0.0320081754717559,PHTF2
ENSG00000006625.17,0.319604048845002,0.424888195959796,0.67093112474971,0.752207408640846,0.794541573474385,GGCT
ENSG00000006634.7,-2.41935972679655,-2.10029588278778,0.0357381953986323,1.15191375968669,0.143727378284913,DBF4
ENSG00000006652.13,-1.07463032733061,-3.06125574240787,0.00221239032753812,0.35104232307143,0.0370142746389537,IFRD1
ENSG00000006695.10,1.22719185101616,2.03866431370835,0.041520709071161,0.601958764257702,0.156685898470127,COX10
ENSG00000006712.14,-1.48620498705626,-0.889432854928055,0.373800790238019,1.67095804795347,0.557061814605848,PAF1
ENSG00000006715.15,-1.47516927087975,-1.59529512314432,0.110691002742298,0.924699918828938,0.268248404476996,VPS41
ENSG00000006744.18,2.29974615593946,1.76983940435949,0.0767970402645015,1.29940951154929,0.21851666529743,ELAC2
ENSG00000006831.9,-0.00608324970231598,-0.00810777492747521,0.993531231450592,0.750298294751791,0.996095691752759,ADIPOR2
